product_sku,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,region_almacen,is_active,anio,mes,vacaciones_o_no,es_feriado,temporada_alta,semana_del_anio,dia_del_mes,dia_de_la_semana,es_fin_de_semana,trimestre,lag_1,lag_7,lag_30,media_movil_7d,media_movil_30d,media_movil_exponencial,std_movil_30d,variacion_stock_diaria,tendencia_stock,dias_desde_ultimo_pedido,ratio_reservado_disponible,anomalia_stock,rotacion_estimada_30d,estacion_Otoño,estacion_Primavera,estacion_Verano
BCA-115,3,213,23,190,70,150,200,80,11.1,0.9,191.7,Sur,1,2024,2,0,0,0,7,16,4,0,1,188.0,171.0,141.0,156.85714285714286,162.7,165.42286570735422,24.58784392673578,2.0,-5.842857142857127,9.0,0.12105263157894737,1.1103047538997572,2.0467117393976646,False,False,False
BCA-115,3,202,44,158,70,150,200,80,10.3,0.9,181.8,Sur,1,2024,2,0,0,0,7,17,5,1,1,190.0,169.0,179.0,155.28571428571428,162.0,163.56714928051565,24.406047865514672,-32.0,-6.714285714285722,5.0,0.27848101265822783,-0.16389380296397482,1.9074074074074074,False,False,False
BCA-115,3,193,40,153,70,150,200,80,12.3,0.9,173.7,Sur,1,2024,2,0,0,0,7,18,6,1,1,158.0,146.0,161.0,156.28571428571428,161.73333333333332,160.92536196038674,24.46099404940563,-5.0,-5.4476190476190425,8.0,0.26143790849673204,-0.35703100682228933,2.2815333882934876,False,False,False
BCA-115,3,184,24,160,70,150,200,80,10.1,0.9,165.6,Sur,1,2024,2,0,0,0,8,19,0,0,1,153.0,133.0,158.0,160.14285714285714,161.8,160.69402147029007,24.453192443721033,7.0,-1.6571428571428726,5.0,0.15,-0.07361002061970874,1.872682323856613,False,False,False
BCA-115,3,173,31,142,70,150,200,80,9.7,0.9,155.7,Sur,1,2024,2,0,0,0,8,20,1,0,1,160.0,148.0,120.0,159.28571428571428,162.53333333333333,156.02051610271755,23.46638583948999,-18.0,-3.247619047619054,5.0,0.21830985915492956,-0.8750104713091001,1.7904019688269073,False,False,False
BCA-115,3,159,19,140,70,150,200,80,9.4,0.9,143.1,Sur,1,2024,2,0,0,0,8,21,2,0,1,142.0,124.0,168.0,161.57142857142858,161.6,152.01538707703816,23.795971841092545,-2.0,-0.028571428571410706,3.0,0.1357142857142857,-0.907716656593937,1.745049504950495,False,False,False
BCA-115,3,229,33,196,70,150,200,80,10.4,0.9,206.1,Sur,1,2024,2,0,0,0,8,22,3,0,1,140.0,188.0,190.0,162.71428571428572,161.8,163.0115403077786,24.066574330386125,56.0,0.914285714285711,0.0,0.1683673469387755,1.4210580837348148,1.9283065512978985,False,False,False
BCA-115,3,219,38,181,70,150,200,80,10.4,0.9,197.1,Sur,1,2024,2,0,0,0,8,23,4,0,1,196.0,190.0,167.0,161.42857142857142,162.26666666666668,167.50865523083394,24.305431964655682,-15.0,-0.8380952380952635,2.0,0.20994475138121546,0.7707467762998345,1.9227608874281017,False,False,False
BCA-115,3,203,36,167,70,150,200,80,9.9,0.9,182.7,Sur,1,2024,2,0,0,0,8,24,5,1,1,181.0,158.0,148.0,162.71428571428572,162.9,167.38149142312545,24.168018194470896,-14.0,-0.18571428571428328,3.0,0.2155688622754491,0.1696456849299287,1.8232044198895028,False,False,False
BCA-115,3,187,34,153,70,150,200,80,8.1,0.9,168.3,Sur,1,2024,2,0,0,0,8,25,6,1,1,167.0,153.0,142.0,162.71428571428572,163.26666666666668,163.7861185673441,23.92219188050745,-14.0,-0.5523809523809575,6.0,0.2222222222222222,-0.42916914628681163,1.4883625969783585,False,False,False
BCA-115,3,183,44,139,70,150,200,80,9.7,0.9,164.7,Sur,1,2024,2,0,0,0,9,26,0,0,1,153.0,160.0,130.0,159.71428571428572,163.56666666666666,157.58958892550805,23.544064825466048,-14.0,-3.8523809523809405,9.0,0.31654676258992803,-1.043433529799601,1.7790910943550031,False,False,False
BCA-115,3,179,32,147,70,150,200,80,11.7,0.9,161.1,Sur,1,2024,2,0,0,0,9,27,1,0,1,139.0,142.0,196.0,160.42857142857142,161.93333333333334,154.94219169413105,22.907510187458303,8.0,-1.5047619047619207,9.0,0.21768707482993196,-0.6518968325728053,2.1675586661177437,False,False,False
BCA-115,3,171,32,139,70,150,200,80,11.6,0.9,153.9,Sur,1,2024,2,0,0,0,9,28,2,0,1,147.0,140.0,189.0,160.28571428571428,160.26666666666668,150.9566437705983,22.688191267452453,-8.0,0.019047619047597664,1.0,0.2302158273381295,-0.9373451773202814,2.1713810316139766,False,False,False
BCA-115,3,163,13,150,70,150,200,80,8.6,0.9,146.7,Sur,1,2024,2,0,0,0,9,29,3,0,1,139.0,196.0,177.0,153.71428571428572,159.36666666666667,150.71748282794874,22.536534833439912,11.0,-5.652380952380952,7.0,0.08666666666666667,-0.4156214225431112,1.6189081782053962,False,False,False
BCA-115,3,158,32,126,70,150,200,80,10.9,0.9,142.2,Sur,1,2024,3,0,0,0,9,1,4,0,1,150.0,181.0,171.0,145.85714285714286,157.86666666666667,144.53811212096156,23.222660356276762,-24.0,-12.009523809523813,9.0,0.25396825396825395,-1.3722229140751119,2.071368243243243,False,True,False
BCA-115,3,232,29,203,70,150,200,80,9.3,0.9,208.8,Sur,1,2024,3,0,0,0,9,2,5,1,1,126.0,167.0,129.0,151.0,160.33333333333334,159.15358409072115,23.968849516120645,77.0,-9.333333333333343,0.0,0.14285714285714285,1.780088219835937,1.74012474012474,False,True,False
BCA-115,3,221,11,210,70,150,200,80,11.4,0.9,198.9,Sur,1,2024,3,0,0,0,9,3,6,1,1,203.0,153.0,142.0,159.14285714285714,162.6,171.86518806804088,25.350780440955212,7.0,-3.4571428571428555,2.0,0.05238095238095238,1.8697649214547805,2.103321033210332,False,True,False
BCA-115,3,213,14,199,70,150,200,80,11.0,0.9,191.7,Sur,1,2024,3,0,0,0,10,4,0,0,1,210.0,139.0,126.0,167.71428571428572,165.03333333333333,178.64889105103066,25.219701293499366,-11.0,2.680952380952391,1.0,0.07035175879396985,1.3468306492361954,1.9995960412037972,False,True,False
BCA-115,3,202,14,188,70,150,200,80,12.0,0.9,181.8,Sur,1,2024,3,0,0,0,10,5,1,0,1,199.0,147.0,186.0,173.57142857142858,165.1,180.986668288273,25.279608792258937,-11.0,8.47142857142859,9.0,0.07446808510638298,0.9058684486847118,2.1804966686856453,False,True,False
BCA-115,3,191,30,161,70,150,200,80,12.1,0.9,171.9,Sur,1,2024,3,0,0,0,10,6,2,0,1,188.0,139.0,212.0,176.71428571428572,163.4,175.99000121620475,23.6812161849851,-27.0,13.314285714285717,9.0,0.18633540372670807,-0.10134614629808193,2.221542227662179,False,True,False
BCA-115,3,180,24,156,70,150,200,80,11.9,0.9,162.0,Sur,1,2024,3,0,0,0,10,7,3,0,1,161.0,150.0,185.0,177.57142857142858,162.43333333333334,170.99250091215356,23.3587956310537,-5.0,15.138095238095246,4.0,0.15384615384615385,-0.27541374285499215,2.197824748614816,False,True,False
BCA-115,3,171,26,145,70,150,200,80,8.7,0.9,153.9,Sur,1,2024,3,0,0,0,10,8,4,0,1,156.0,126.0,164.0,180.28571428571428,161.8,164.49437568411517,23.571461412128194,-11.0,18.485714285714266,2.0,0.1793103448275862,-0.7127262797272268,1.6131025957972804,False,True,False
BCA-115,3,156,38,118,70,150,200,80,10.4,0.9,140.4,Sur,1,2024,3,0,0,0,10,9,5,1,1,145.0,203.0,172.0,168.14285714285714,160.0,152.87078176308637,24.795717094024457,-27.0,8.142857142857139,2.0,0.3220338983050847,-1.6938409097320124,1.95,False,True,False
BCA-115,3,221,25,196,70,150,200,80,10.6,0.9,198.9,Sur,1,2024,3,0,0,0,10,10,6,1,1,118.0,210.0,171.0,166.14285714285714,160.83333333333334,163.65308632231478,25.585668581876245,78.0,5.309523809523796,0.0,0.12755102040816327,1.3744673723936676,1.97720207253886,False,True,False
BCA-115,3,217,40,177,70,150,200,80,10.1,0.9,195.3,Sur,1,2024,3,0,0,0,11,11,0,0,1,196.0,199.0,169.0,163.0,161.1,166.9898147417361,25.715083457795338,-19.0,1.9000000000000057,6.0,0.22598870056497175,0.6183141511516284,1.8808193668528865,False,True,False
BCA-115,3,208,43,165,70,150,200,80,10.1,0.9,187.2,Sur,1,2024,3,0,0,0,11,12,1,0,1,177.0,188.0,146.0,159.71428571428572,161.73333333333332,166.49236105630206,25.563893359153273,-12.0,-2.0190476190475977,5.0,0.2606060606060606,0.12778439577933204,1.8734542456718881,False,True,False
BCA-115,3,201,49,152,70,150,200,80,8.7,0.9,180.9,Sur,1,2024,3,0,0,0,11,13,2,0,1,165.0,161.0,133.0,158.42857142857142,162.36666666666667,162.86927079222653,25.057841134041265,-13.0,-3.938095238095258,8.0,0.3223684210526316,-0.41370948962492543,1.6074727981933894,False,True,False
BCA-115,3,194,44,150,70,150,200,80,13.0,0.9,174.6,Sur,1,2024,3,0,0,0,11,14,3,0,1,152.0,156.0,148.0,157.57142857142858,162.43333333333334,159.6519530941699,25.020933764285886,-2.0,-4.8619047619047535,3.0,0.29333333333333333,-0.49691723939896665,2.4009850194951774,False,True,False
BCA-115,3,182,15,167,70,150,200,80,11.7,0.9,163.8,Sur,1,2024,3,0,0,0,11,15,4,0,1,150.0,145.0,124.0,160.71428571428572,163.86666666666667,161.48896482062742,23.95215537538191,17.0,-3.152380952380952,1.0,0.08982035928143713,0.13081634133660364,2.1419853539462976,False,True,False
BCA-115,3,171,42,129,70,150,200,80,8.6,0.9,153.9,Sur,1,2024,3,0,0,0,11,16,5,1,1,167.0,118.0,188.0,162.28571428571428,161.9,153.36672361547056,24.32162369806639,-38.0,0.3857142857142719,7.0,0.32558139534883723,-1.3527057407197536,1.5935762816553427,False,True,False
BCA-115,3,157,37,120,70,150,200,80,11.6,0.9,141.3,Sur,1,2024,3,0,0,0,11,17,6,1,1,129.0,196.0,190.0,151.42857142857142,159.56666666666666,145.0250427116029,24.88412225154596,-9.0,-8.138095238095246,7.0,0.30833333333333335,-1.5900366613979535,2.180906622101525,False,True,False
BCA-115,3,230,30,200,70,150,200,80,10.0,0.9,207.0,Sur,1,2024,3,0,0,0,12,18,0,0,1,120.0,177.0,158.0,154.71428571428572,160.96666666666667,158.76878203370217,25.95152421719006,80.0,-6.252380952380946,0.0,0.15,1.5040863498675734,1.8637399047421825,False,True,False
BCA-115,3,219,53,166,70,150,200,80,8.6,0.9,197.1,Sur,1,2024,3,0,0,0,12,19,1,0,1,200.0,165.0,153.0,154.85714285714286,161.4,160.57658652527664,25.922430707653618,-34.0,-6.5428571428571445,6.0,0.3192771084337349,0.17745249478637204,1.5985130111524164,False,True,False
BCA-115,3,210,12,198,70,150,200,80,9.1,0.9,189.0,Sur,1,2024,3,0,0,0,12,20,2,0,1,166.0,152.0,160.0,161.42857142857142,162.66666666666666,169.93243989395748,26.76633672375051,32.0,-1.2380952380952408,9.0,0.06060606060606061,1.3200660851726154,1.6782786885245902,False,True,False
BCA-115,3,199,40,159,70,150,200,80,10.9,0.9,179.1,Sur,1,2024,3,0,0,0,12,21,3,0,1,198.0,150.0,142.0,162.71428571428572,163.23333333333332,167.1993299204681,26.492267360213944,-39.0,-0.5190476190475977,1.0,0.25157232704402516,-0.15979505550706222,2.0032673065141924,False,True,False
BCA-115,3,194,46,148,70,150,200,80,8.6,0.9,174.6,Sur,1,2024,3,0,0,0,12,22,4,0,1,159.0,167.0,140.0,160.0,163.5,162.39949744035107,26.28983020891905,-11.0,-3.5,1.0,0.3108108108108108,-0.5895815939785527,1.5779816513761469,False,True,False
BCA-115,3,175,26,149,70,150,200,80,9.7,0.9,157.5,Sur,1,2024,3,0,0,0,12,23,5,1,1,148.0,129.0,196.0,162.85714285714286,161.93333333333334,159.0496230802633,25.679635475623854,1.0,0.9238095238095241,5.0,0.174496644295302,-0.5036416247267287,1.7970358172087277,False,True,False
BCA-115,3,163,11,152,70,150,200,80,10.4,0.9,146.7,Sur,1,2024,3,0,0,0,12,24,6,1,1,149.0,120.0,181.0,167.42857142857142,160.96666666666667,157.2872173101975,25.482222786894383,3.0,6.461904761904748,2.0,0.07236842105263158,-0.3518792980366793,1.93828950093187,False,True,False
BCA-115,3,227,52,175,70,150,200,80,8.9,0.9,204.3,Sur,1,2024,3,0,0,0,13,25,0,0,1,152.0,200.0,167.0,163.85714285714286,161.23333333333332,161.7154129826481,25.58917245880446,23.0,2.623809523809541,0.0,0.29714285714285715,0.5379879591194043,1.6559851147405418,False,True,False
BCA-115,3,222,26,196,70,150,200,80,9.9,0.9,199.8,Sur,1,2024,3,0,0,0,13,26,1,0,1,175.0,166.0,153.0,168.14285714285714,162.66666666666666,170.28655973698608,26.306329818234758,21.0,5.476190476190482,1.0,0.1326530612244898,1.2671221551486698,1.8258196721311477,False,True,False
BCA-115,3,213,44,169,70,150,200,80,10.6,0.9,191.7,Sur,1,2024,3,0,0,0,13,27,2,0,1,196.0,198.0,139.0,164.0,163.66666666666666,169.96491980273956,25.9433511957181,-27.0,0.3333333333333428,9.0,0.2603550295857988,0.20557611440011647,1.9429735234215888,False,True,False
BCA-115,3,204,50,154,70,150,200,80,12.7,0.9,183.6,Sur,1,2024,3,0,0,0,13,28,3,0,1,169.0,159.0,147.0,163.28571428571428,163.9,165.97368985205466,25.819466059277968,-15.0,-0.6142857142857281,7.0,0.3246753246753247,-0.38343163167166033,2.324588163514338,False,True,False
BCA-115,3,187,14,173,70,150,200,80,11.7,0.9,168.3,Sur,1,2024,3,0,1,0,13,29,4,0,1,154.0,148.0,139.0,166.85714285714286,165.03333333333333,167.730267389041,25.432104789477975,19.0,1.8238095238095298,8.0,0.08092485549132948,0.3132523529850631,2.126843062007675,False,True,False
BCA-115,3,169,38,131,70,150,200,80,10.7,0.9,152.1,Sur,1,2024,3,0,0,0,13,30,5,1,1,173.0,149.0,150.0,164.28571428571428,164.4,158.54770054178073,26.04849588615501,-42.0,-0.11428571428572809,4.0,0.2900763358778626,-1.2822237470437738,1.9525547445255473,False,True,False
BCA-115,3,157,18,139,70,150,200,80,11.9,0.9,141.3,Sur,1,2024,3,0,0,0,13,31,6,1,1,131.0,152.0,126.0,162.42857142857142,164.83333333333334,153.66077540633555,25.489799627644608,8.0,-2.4047619047619264,3.0,0.12949640287769784,-1.0134773011442648,2.16582406471183,False,True,False
BCA-115,3,221,16,205,70,150,200,80,14.9,0.9,198.9,Sur,1,2024,4,0,0,0,14,1,0,0,2,139.0,175.0,203.0,166.71428571428572,164.9,166.49558155475165,25.595460265580233,66.0,1.8142857142857167,0.0,0.07804878048780488,1.5666840753758546,2.710733778047301,False,True,False
BCA-115,3,211,47,164,70,150,200,80,9.0,0.9,189.9,Sur,1,2024,4,0,0,0,14,2,1,0,2,205.0,196.0,210.0,162.14285714285714,163.36666666666667,165.87168616606374,24.136798824021053,-41.0,-1.2238095238095354,5.0,0.2865853658536585,0.02623932601629962,1.6527239338910427,False,True,False
BCA-115,3,203,18,185,70,150,200,80,13.1,0.9,182.7,Sur,1,2024,4,0,0,0,14,3,2,0,2,164.0,169.0,199.0,164.42857142857142,162.9,170.65376462454782,23.552362792370705,21.0,1.5285714285714107,4.0,0.0972972972972973,0.9383347307794879,2.4125230202578267,False,True,False
BCA-115,3,188,18,170,70,150,200,80,12.1,0.9,169.2,Sur,1,2024,4,0,0,0,14,4,3,0,2,185.0,154.0,188.0,166.71428571428572,162.3,170.49032346841085,23.11612364592716,-15.0,4.414285714285711,6.0,0.10588235294117647,0.3331008311748953,2.2365988909426986,False,True,False
BCA-115,3,181,23,158,70,150,200,80,12.3,0.9,162.9,Sur,1,2024,4,0,0,0,14,5,4,0,2,170.0,173.0,161.0,164.57142857142858,162.2,167.36774260130812,23.128427052677708,-12.0,2.371428571428595,3.0,0.14556962025316456,-0.1815947098535493,2.274969173859433,False,True,False
BCA-115,3,166,11,155,70,150,200,80,10.3,0.9,149.4,Sur,1,2024,4,0,0,0,14,6,5,1,2,158.0,131.0,156.0,168.0,162.16666666666666,164.2758069509811,23.13838925835729,-3.0,5.833333333333343,1.0,0.07096774193548387,-0.3097305774678395,1.905447070914697,False,True,False
BCA-115,3,224,15,209,70,150,200,80,10.3,0.9,201.6,Sur,1,2024,4,0,0,0,14,7,6,1,2,155.0,139.0,145.0,178.0,164.3,175.45685521323583,24.41614785059405,54.0,13.699999999999989,0.0,0.07177033492822966,1.8307556242502203,1.8807060255629944,False,True,False
BCA-115,3,213,25,188,70,150,200,80,12.4,0.9,191.7,Sur,1,2024,4,0,0,0,15,8,0,0,2,209.0,205.0,118.0,175.57142857142858,166.63333333333333,178.59264140992687,23.150904254825374,-21.0,8.938095238095258,7.0,0.13297872340425532,0.9229301124258761,2.2324464892978595,False,True,False
BCA-115,3,205,48,157,70,150,200,80,10.4,0.9,184.5,Sur,1,2024,4,0,0,0,15,9,1,0,2,188.0,164.0,196.0,174.57142857142858,165.33333333333334,173.19448105744516,22.531714557919017,-31.0,9.23809523809524,8.0,0.3057324840764331,-0.3698490548472043,1.8870967741935483,False,True,False
BCA-115,3,190,12,178,70,150,200,80,10.9,0.9,171.0,Sur,1,2024,4,0,0,0,15,10,2,0,2,157.0,185.0,177.0,173.57142857142858,165.36666666666667,174.39586079308387,22.550301371689525,21.0,8.20476190476191,3.0,0.06741573033707865,0.5602290242202118,1.9774239064704695,False,True,False
BCA-115,3,181,44,137,70,150,200,80,10.6,0.9,162.9,Sur,1,2024,4,0,0,0,15,11,3,0,2,178.0,170.0,165.0,168.85714285714286,164.43333333333334,165.0468955948129,23.137793137297415,-41.0,4.423809523809524,8.0,0.32116788321167883,-1.1856503846562463,1.9339144536793027,False,True,False
BCA-115,3,176,26,150,70,150,200,80,11.6,0.9,158.4,Sur,1,2024,4,0,0,0,15,12,4,0,2,137.0,158.0,152.0,167.71428571428572,164.36666666666667,161.28517169610967,23.17769934929773,13.0,3.347619047619048,2.0,0.17333333333333334,-0.6198486937877196,2.1172176029203,False,True,False
BCA-115,3,167,36,131,70,150,200,80,10.0,0.9,150.3,Sur,1,2024,4,0,0,0,15,13,5,1,2,150.0,155.0,150.0,164.28571428571428,163.73333333333332,153.71387877208224,23.834100944153345,-19.0,0.5523809523809575,4.0,0.2748091603053435,-1.3733823402876462,1.8322475570032575,False,True,False
BCA-115,3,160,31,129,70,150,200,80,11.6,0.9,144.0,Sur,1,2024,4,0,0,0,15,14,6,1,2,131.0,209.0,167.0,152.85714285714286,162.46666666666667,147.53540907906168,24.65028968611109,-2.0,-9.609523809523807,5.0,0.24031007751937986,-1.3576581489637851,2.141977841608535,False,True,False
BCA-115,3,154,9,145,70,150,200,80,10.9,0.9,138.6,Sur,1,2024,4,0,0,0,16,15,0,0,2,129.0,188.0,129.0,146.71428571428572,163.0,146.90155680929627,24.06743399929341,16.0,-16.285714285714278,7.0,0.06206896551724138,-0.7478985919532783,2.0061349693251533,False,True,False
BCA-115,3,220,14,206,70,150,200,80,12.1,0.9,198.0,Sur,1,2024,4,0,0,0,16,16,1,0,2,145.0,157.0,120.0,153.71428571428572,165.86666666666667,161.6761676069722,23.89017015186491,61.0,-12.152380952380952,0.0,0.06796116504854369,1.679909899268777,2.1885048231511255,False,True,False
BCA-115,3,209,43,166,70,150,200,80,10.3,0.9,188.1,Sur,1,2024,4,0,0,0,16,17,2,0,2,206.0,178.0,200.0,152.0,164.73333333333332,162.75712570522916,23.005146850415773,-40.0,-12.73333333333332,5.0,0.25903614457831325,0.055060142623857555,1.8757588021044114,False,True,False
BCA-115,3,203,17,186,70,150,200,80,11.1,0.9,182.7,Sur,1,2024,4,0,0,0,16,18,3,0,2,166.0,137.0,166.0,159.0,165.4,168.56784427892188,23.330607394135924,20.0,-6.400000000000006,9.0,0.0913978494623656,0.8829602955462591,2.0133010882708584,False,True,False
BCA-115,3,194,17,177,70,150,200,80,10.6,0.9,174.6,Sur,1,2024,4,0,0,0,16,19,4,0,2,186.0,150.0,198.0,162.85714285714286,164.7,170.6758832091914,22.62307336052866,-9.0,-1.8428571428571274,9.0,0.096045197740113,0.5436927071748037,1.9307832422586522,False,True,False
BCA-115,3,183,20,163,70,150,200,80,12.4,0.9,164.7,Sur,1,2024,4,0,0,0,16,20,5,1,2,177.0,131.0,159.0,167.42857142857142,164.83333333333334,168.75691240689355,22.60009663289278,-14.0,2.5952380952380736,2.0,0.12269938650306748,-0.08112059709802572,2.256825075834176,False,True,False
BCA-115,3,174,30,144,70,150,200,80,8.3,0.9,156.6,Sur,1,2024,4,0,0,0,16,21,6,1,2,163.0,129.0,148.0,169.57142857142858,164.7,162.56768430517016,22.71434303056869,-19.0,4.871428571428595,5.0,0.20833333333333334,-0.9113184551339292,1.5118397085610202,False,True,False
BCA-115,3,169,26,143,70,150,200,80,10.4,0.9,152.1,Sur,1,2024,4,0,0,0,17,22,0,0,2,144.0,145.0,149.0,169.28571428571428,164.5,157.67576322887763,22.88313638980641,-1.0,4.785714285714278,8.0,0.18181818181818182,-0.9395565203018872,1.8966565349544073,False,True,False
BCA-115,3,163,28,135,70,150,200,80,10.9,0.9,146.7,Sur,1,2024,4,0,0,0,17,23,1,0,2,143.0,206.0,152.0,159.14285714285714,163.93333333333334,152.00682242165823,23.407828536231396,-8.0,-4.790476190476198,2.0,0.2074074074074074,-1.2360537111996266,1.994713298088654,False,True,False
BCA-115,3,155,38,117,70,150,200,80,10.6,0.9,139.5,Sur,1,2024,4,0,0,0,17,24,2,0,2,135.0,166.0,175.0,152.14285714285714,162.0,143.25511681624369,24.815178892127204,-18.0,-9.857142857142861,8.0,0.3247863247863248,-1.8134062299376201,1.962962962962963,False,True,False
BCA-115,3,221,44,177,70,150,200,80,11.1,0.9,198.9,Sur,1,2024,4,0,0,0,17,25,3,0,2,117.0,186.0,196.0,150.85714285714286,161.36666666666667,151.69133761218276,24.151080982922444,60.0,-10.509523809523813,0.0,0.24858757062146894,0.6473140206182848,2.0636232183433174,False,True,False
BCA-115,3,213,27,186,70,150,200,80,9.6,0.9,191.7,Sur,1,2024,4,0,0,0,17,26,4,0,2,177.0,177.0,169.0,152.14285714285714,161.93333333333334,160.26850320913707,24.53278360203684,9.0,-9.790476190476198,7.0,0.14516129032258066,0.9810002426576869,1.778509674763277,False,True,False
