id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,region_almacen,stock_status,is_active,last_updated_at,created_by_id,record_sequence_number,categoria_producto,subcategoria_producto,anio,mes,vacaciones_o_no,es_feriado,temporada_alta
535,2025-06-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,264,1,263,80,180,250,0,301.6,,2025-06-18,0.7,184.8,2026-02-13,BATCH-C535,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-18,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
536,2025-06-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,248,0,248,80,180,250,0,289.1,,2025-06-19,0.7,173.6,2026-02-14,BATCH-C536,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-19,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
537,2025-06-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,232,2,230,80,180,250,0,276.3,,2025-06-20,0.7,162.4,2026-02-15,BATCH-C537,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-20,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
538,2025-06-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,214,3,211,80,180,250,0,262.0,,2025-06-21,0.7,149.8,2026-02-16,BATCH-C538,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-21,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
539,2025-06-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,202,1,201,80,180,250,0,247.4,,2025-06-22,0.7,141.4,2026-02-17,BATCH-C539,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-22,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
540,2025-06-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,189,2,187,80,180,250,0,232.3,,2025-06-23,0.7,132.3,2026-02-18,BATCH-C540,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-23,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
541,2025-06-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,182,2,180,80,180,250,0,218.7,,2025-06-24,0.7,127.4,2026-02-19,BATCH-C541,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-24,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
542,2025-06-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,173,3,170,80,180,250,0,205.7,,2025-06-25,0.7,121.1,2026-02-20,BATCH-C542,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-25,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
543,2025-06-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,155,1,154,80,180,250,0,192.4,,2025-06-26,0.7,108.5,2026-02-21,BATCH-C543,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-26,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
544,2025-06-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,146,3,143,80,180,250,0,180.1,,2025-06-27,0.7,102.2,2026-02-22,BATCH-C544,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-27,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
545,2025-06-28,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,129,2,127,80,180,250,0,168.0,,2025-06-28,0.7,90.3,2026-02-23,BATCH-C545,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-28,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
546,2025-06-29,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,117,0,117,80,180,250,0,155.9,,2025-06-29,0.7,81.9,2026-02-24,BATCH-C546,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-29,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
547,2025-06-30,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,102,2,100,80,180,250,0,143.4,,2025-06-30,0.7,71.4,2026-02-25,BATCH-C547,Almacén Central,Pasillo 3,Sur,OK,activo,2025-06-30,503,3,Snacks,Barras de Cereal,2025,6,False,False,False
548,2025-07-01,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,90,2,88,80,180,250,0,130.3,,2025-07-01,0.7,63.0,2026-02-26,BATCH-C548,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-01,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
549,2025-07-02,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,79,1,78,80,180,250,112,116.9,2025-07-02,2025-07-02,0.7,55.3,2026-02-27,BATCH-C549,Almacén Central,Pasillo 3,Sur,LOW,activo,2025-07-02,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
550,2025-07-03,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,61,2,59,80,180,250,127,103.4,2025-07-03,2025-07-03,0.7,42.7,2026-02-28,BATCH-C550,Almacén Central,Pasillo 3,Sur,LOW,activo,2025-07-03,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
551,2025-07-04,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,53,0,53,80,180,250,111,90.1,2025-07-04,2025-07-04,0.7,37.1,2026-03-01,BATCH-C551,Almacén Central,Pasillo 3,Sur,LOW,activo,2025-07-04,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
552,2025-07-05,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,163,1,162,80,180,250,131,95.0,2025-07-05,2025-07-05,0.7,114.1,2026-03-02,BATCH-C552,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-05,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
553,2025-07-06,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,275,2,273,80,180,250,0,117.6,,2025-07-06,0.7,192.5,2026-03-03,BATCH-C553,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-06,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
554,2025-07-07,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,376,3,373,80,180,250,0,156.7,,2025-07-07,0.7,263.2,2026-03-04,BATCH-C554,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-07,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
555,2025-07-08,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,443,3,440,80,180,250,0,207.1,,2025-07-08,0.7,310.1,2026-03-05,BATCH-C555,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-08,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
556,2025-07-09,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,425,1,424,80,180,250,0,256.6,,2025-07-09,0.7,297.5,2026-03-06,BATCH-C556,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-09,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
557,2025-07-10,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,414,3,411,80,180,250,0,307.0,,2025-07-10,0.7,289.8,2026-03-07,BATCH-C557,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-10,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
558,2025-07-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,400,0,400,80,180,250,0,356.6,,2025-07-11,0.7,280.0,2026-03-08,BATCH-C558,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-11,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
559,2025-07-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,382,2,380,80,180,250,0,387.9,,2025-07-12,0.7,267.4,2026-03-09,BATCH-C559,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-12,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
560,2025-07-13,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,365,0,365,80,180,250,0,400.7,,2025-07-13,0.7,255.5,2026-03-10,BATCH-C560,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-13,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
561,2025-07-14,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,348,0,348,80,180,250,0,396.7,,2025-07-14,0.7,243.6,2026-03-11,BATCH-C561,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-14,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
562,2025-07-15,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,330,2,328,80,180,250,0,380.6,,2025-07-15,0.7,231.0,2026-03-12,BATCH-C562,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-15,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
563,2025-07-16,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,312,3,309,80,180,250,0,364.4,,2025-07-16,0.7,218.4,2026-03-13,BATCH-C563,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-16,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
564,2025-07-17,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,298,1,297,80,180,250,0,347.9,,2025-07-17,0.7,208.6,2026-03-14,BATCH-C564,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-17,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
565,2025-07-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,280,0,280,80,180,250,0,330.7,,2025-07-18,0.7,196.0,2026-03-15,BATCH-C565,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-18,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
566,2025-07-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,262,1,261,80,180,250,0,313.6,,2025-07-19,0.7,183.4,2026-03-16,BATCH-C566,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-19,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
567,2025-07-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,244,1,243,80,180,250,0,296.3,,2025-07-20,0.7,170.8,2026-03-17,BATCH-C567,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-20,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
568,2025-07-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,227,2,225,80,180,250,0,279.0,,2025-07-21,0.7,158.9,2026-03-18,BATCH-C568,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-21,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
569,2025-07-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,216,2,214,80,180,250,0,262.7,,2025-07-22,0.7,151.2,2026-03-19,BATCH-C569,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-22,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
570,2025-07-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,198,0,198,80,180,250,0,246.4,,2025-07-23,0.7,138.6,2026-03-20,BATCH-C570,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-23,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
571,2025-07-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,186,1,185,80,180,250,0,230.4,,2025-07-24,0.7,130.2,2026-03-21,BATCH-C571,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-24,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
572,2025-07-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,174,2,172,80,180,250,0,215.3,,2025-07-25,0.7,121.8,2026-03-22,BATCH-C572,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-25,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
573,2025-07-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,156,1,155,80,180,250,0,200.1,,2025-07-26,0.7,109.2,2026-03-23,BATCH-C573,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-26,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
574,2025-07-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,141,0,141,80,180,250,0,185.4,,2025-07-27,0.7,98.7,2026-03-24,BATCH-C574,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-27,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
575,2025-07-28,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,123,1,122,80,180,250,0,170.6,,2025-07-28,0.7,86.1,2026-03-25,BATCH-C575,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-28,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
576,2025-07-29,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,105,3,102,80,180,250,0,154.7,,2025-07-29,0.7,73.5,2026-03-26,BATCH-C576,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-29,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
577,2025-07-30,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,87,1,86,80,180,250,0,138.9,,2025-07-30,0.7,60.9,2026-03-27,BATCH-C577,Almacén Central,Pasillo 3,Sur,OK,activo,2025-07-30,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
578,2025-07-31,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,76,2,74,80,180,250,121,123.1,2025-07-31,2025-07-31,0.7,53.2,2026-03-28,BATCH-C578,Almacén Central,Pasillo 3,Sur,LOW,activo,2025-07-31,503,3,Snacks,Barras de Cereal,2025,7,True,False,True
579,2025-08-01,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,59,0,59,80,180,250,104,106.7,2025-08-01,2025-08-01,0.7,41.3,2026-03-29,BATCH-C579,Almacén Central,Pasillo 3,Sur,LOW,activo,2025-08-01,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
580,2025-08-02,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,49,0,49,80,180,250,105,91.4,2025-08-02,2025-08-02,0.7,34.3,2026-03-30,BATCH-C580,Almacén Central,Pasillo 3,Sur,LOW,activo,2025-08-02,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
581,2025-08-03,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,130,2,128,80,180,250,120,89.9,2025-08-03,2025-08-03,0.7,91.0,2026-03-31,BATCH-C581,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-03,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
582,2025-08-04,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,228,3,225,80,180,250,0,104.9,,2025-08-04,0.7,159.6,2026-04-01,BATCH-C582,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-04,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
583,2025-08-05,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,312,2,310,80,180,250,0,134.4,,2025-08-05,0.7,218.4,2026-04-02,BATCH-C583,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-05,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
584,2025-08-06,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,433,0,433,80,180,250,0,183.9,,2025-08-06,0.7,303.1,2026-04-03,BATCH-C584,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-06,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
585,2025-08-07,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,415,2,413,80,180,250,0,232.3,,2025-08-07,0.7,290.5,2026-04-04,BATCH-C585,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-07,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
586,2025-08-08,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,403,1,402,80,180,250,0,281.4,,2025-08-08,0.7,282.1,2026-04-05,BATCH-C586,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-08,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
587,2025-08-09,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,386,2,384,80,180,250,0,329.6,,2025-08-09,0.7,270.2,2026-04-06,BATCH-C587,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-09,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
588,2025-08-10,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,368,3,365,80,180,250,0,363.6,,2025-08-10,0.7,257.6,2026-04-07,BATCH-C588,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-10,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
589,2025-08-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,350,0,350,80,180,250,0,381.0,,2025-08-11,0.7,245.0,2026-04-08,BATCH-C589,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-11,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
590,2025-08-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,338,1,337,80,180,250,0,384.7,,2025-08-12,0.7,236.6,2026-04-09,BATCH-C590,Almacén Central,Pasillo 3,Sur,OK,activo,2025-08-12,503,3,Snacks,Barras de Cereal,2025,8,True,False,True
