id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,region_almacen,stock_status,is_active,last_updated_at,created_by_id,record_sequence_number,categoria_producto,subcategoria_producto,anio,mes,vacaciones_o_no,es_feriado,temporada_alta
11,2024-01-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,231,45,186,80,180,250,90,19.9,2024-01-06,2024-01-09,0.7,161.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-11,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
12,2024-01-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,219,44,175,80,180,250,90,14.3,2024-01-11,2024-01-10,0.7,153.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-12,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
13,2024-01-13,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,192,33,159,80,180,250,90,17.9,2024-01-10,2024-01-10,0.7,134.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-13,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
14,2024-01-14,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,249,40,209,80,180,250,90,17.1,2024-01-14,2024-01-11,0.7,174.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-14,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
15,2024-01-15,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,237,38,199,80,180,250,90,17.1,2024-01-13,2024-01-14,0.7,165.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-15,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
16,2024-01-16,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,225,40,185,80,180,250,90,18.3,2024-01-11,2024-01-13,0.7,157.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-16,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
17,2024-01-17,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,205,41,164,80,180,250,90,20.7,2024-01-14,2024-01-15,0.7,143.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-17,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
18,2024-01-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,193,19,174,80,180,250,90,20.0,2024-01-16,2024-01-17,0.7,135.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-18,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
19,2024-01-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,259,52,207,80,180,250,90,19.3,2024-01-19,2024-01-16,0.7,181.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-19,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
20,2024-01-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,241,35,206,80,180,250,90,18.9,2024-01-19,2024-01-17,0.7,168.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-20,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
21,2024-01-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,212,36,176,80,180,250,90,19.3,2024-01-18,2024-01-19,0.7,148.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-21,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
22,2024-01-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,191,36,155,80,180,250,90,15.7,2024-01-20,2024-01-19,0.7,133.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-22,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
23,2024-01-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,181,33,148,80,180,250,90,15.4,2024-01-22,2024-01-21,0.7,126.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-23,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
24,2024-01-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,259,28,231,80,180,250,90,19.3,2024-01-24,2024-01-22,0.7,181.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-24,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
25,2024-01-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,249,28,221,80,180,250,90,15.0,2024-01-21,2024-01-21,0.7,174.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-25,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
26,2024-01-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,222,41,181,80,180,250,90,17.9,2024-01-19,2024-01-23,0.7,155.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-26,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
27,2024-01-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,202,23,179,80,180,250,90,19.6,2024-01-23,2024-01-24,0.7,141.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-27,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
28,2024-01-28,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,255,35,220,80,180,250,90,18.3,2024-01-28,2024-01-24,0.7,178.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-28,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
29,2024-01-29,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,245,38,207,80,180,250,90,15.9,2024-01-25,2024-01-27,0.7,171.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-29,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
30,2024-01-30,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,235,32,203,80,180,250,90,20.1,2024-01-24,2024-01-26,0.7,164.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-30,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
31,2024-01-31,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,219,40,179,80,180,250,90,15.1,2024-01-30,2024-01-27,0.7,153.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-31,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
32,2024-02-01,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,209,27,182,80,180,250,90,18.4,2024-01-23,2024-01-28,0.7,146.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-01,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
33,2024-02-02,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,194,19,175,80,180,250,90,17.7,2024-01-31,2024-01-30,0.7,135.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-02,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
34,2024-02-03,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,257,43,214,80,180,250,90,17.9,2024-02-03,2024-01-30,0.7,179.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-03,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
35,2024-02-04,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,237,24,213,80,180,250,90,13.3,2024-01-26,2024-02-02,0.7,165.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-04,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
36,2024-02-05,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,228,26,202,80,180,250,90,13.6,2024-01-31,2024-02-01,0.7,159.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-05,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
37,2024-02-06,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,222,37,185,80,180,250,90,15.1,2024-02-04,2024-02-03,0.7,155.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-06,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
38,2024-02-07,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,208,34,174,80,180,250,90,14.1,2024-01-29,2024-02-04,0.7,145.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-07,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
39,2024-02-08,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,200,31,169,80,180,250,90,14.4,2024-02-02,2024-02-04,0.7,140.0,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-08,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
40,2024-02-09,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,191,27,164,80,180,250,90,13.0,2024-02-07,2024-02-08,0.7,133.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-09,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
41,2024-02-10,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,256,29,227,80,180,250,90,10.7,2024-02-10,2024-02-06,0.7,179.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-10,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
42,2024-02-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,238,50,188,80,180,250,90,16.4,2024-02-07,2024-02-07,0.7,166.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-11,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
43,2024-02-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,228,43,185,80,180,250,90,14.1,2024-02-08,2024-02-09,0.7,159.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-12,503,3,Snacks,Barras de Cereal,2024,2,False,True,False
44,2024-02-13,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,211,33,178,80,180,250,90,14.0,2024-02-10,2024-02-09,0.7,147.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-13,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
45,2024-02-14,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,204,44,160,80,180,250,90,16.1,2024-02-09,2024-02-12,0.7,142.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-14,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
46,2024-02-15,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,197,36,161,80,180,250,90,13.3,2024-02-13,2024-02-12,0.7,137.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-15,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
47,2024-02-16,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,269,39,230,80,180,250,90,13.4,2024-02-16,2024-02-14,0.7,188.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-16,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
48,2024-02-17,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,253,26,227,80,180,250,90,16.4,2024-02-12,2024-02-16,0.7,177.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-17,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
49,2024-02-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,239,49,190,80,180,250,90,13.6,2024-02-10,2024-02-16,0.7,167.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-18,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
50,2024-02-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,224,37,187,80,180,250,90,16.1,2024-02-13,2024-02-17,0.7,156.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-19,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
51,2024-02-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,208,34,174,80,180,250,90,14.1,2024-02-13,2024-02-17,0.7,145.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-20,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
52,2024-02-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,194,38,156,80,180,250,90,15.3,2024-02-19,2024-02-20,0.7,135.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-21,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
53,2024-02-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,185,29,156,80,180,250,90,13.3,2024-02-19,2024-02-19,0.7,129.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-22,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
54,2024-02-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,262,50,212,80,180,250,90,14.6,2024-02-23,2024-02-21,0.7,183.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-23,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
55,2024-02-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,252,25,227,80,180,250,90,11.6,2024-02-20,2024-02-22,0.7,176.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-24,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
56,2024-02-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,232,48,184,80,180,250,90,13.3,2024-02-21,2024-02-23,0.7,162.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-25,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
57,2024-02-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,223,40,183,80,180,250,90,11.9,2024-02-21,2024-02-22,0.7,156.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-26,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
58,2024-02-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,211,29,182,80,180,250,90,12.6,2024-02-21,2024-02-23,0.7,147.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-27,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
59,2024-02-28,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,197,22,175,80,180,250,90,14.0,2024-02-22,2024-02-26,0.7,137.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-28,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
60,2024-02-29,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,183,32,151,80,180,250,90,13.7,2024-02-28,2024-02-26,0.7,128.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-29,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
61,2024-03-01,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,254,36,218,80,180,250,90,12.1,2024-03-01,2024-02-28,0.7,177.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-01,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
62,2024-03-02,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,240,45,195,80,180,250,90,14.7,2024-02-26,2024-02-27,0.7,168.0,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-02,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
63,2024-03-03,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,231,23,208,80,180,250,90,13.9,2024-02-24,2024-03-02,0.7,161.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-03,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
64,2024-03-04,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,218,30,188,80,180,250,90,13.4,2024-02-25,2024-03-03,0.7,152.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-04,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
65,2024-03-05,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,205,37,168,80,180,250,90,14.4,2024-02-26,2024-03-04,0.7,143.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-05,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
66,2024-03-06,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,193,20,173,80,180,250,90,14.3,2024-02-29,2024-03-02,0.7,135.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-06,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
67,2024-03-07,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,186,37,149,80,180,250,90,14.0,2024-03-06,2024-03-06,0.7,130.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-07,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
68,2024-03-08,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,275,41,234,80,180,250,90,16.4,2024-03-08,2024-03-04,0.7,192.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-08,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
69,2024-03-09,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,262,53,209,80,180,250,90,12.6,2024-03-03,2024-03-05,0.7,183.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-09,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
70,2024-03-10,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,240,41,199,80,180,250,90,11.7,2024-03-09,2024-03-09,0.7,168.0,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-10,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
71,2024-03-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,233,35,198,80,180,250,90,11.9,2024-03-10,2024-03-09,0.7,163.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-11,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
72,2024-03-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,224,47,177,80,180,250,90,14.6,2024-03-07,2024-03-08,0.7,156.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-12,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
73,2024-03-13,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,209,43,166,80,180,250,90,12.0,2024-03-09,2024-03-09,0.7,146.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-13,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
74,2024-03-14,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,201,23,178,80,180,250,90,14.0,2024-03-05,2024-03-10,0.7,140.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-14,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
75,2024-03-15,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,188,35,153,80,180,250,90,12.6,2024-03-08,2024-03-13,0.7,131.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-15,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
76,2024-03-16,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,269,36,233,80,180,250,90,12.4,2024-03-16,2024-03-13,0.7,188.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-16,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
77,2024-03-17,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,245,32,213,80,180,250,90,13.3,2024-03-10,2024-03-16,0.7,171.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-17,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
78,2024-03-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,236,40,196,80,180,250,90,16.9,2024-03-09,2024-03-14,0.7,165.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-18,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
79,2024-03-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,230,40,190,80,180,250,90,11.6,2024-03-15,2024-03-17,0.7,161.0,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-19,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
80,2024-03-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,220,34,186,80,180,250,90,14.6,2024-03-18,2024-03-19,0.7,154.0,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-20,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
81,2024-03-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,209,35,174,80,180,250,90,12.6,2024-03-15,2024-03-20,0.7,146.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-21,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
82,2024-03-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,197,23,174,80,180,250,90,15.0,2024-03-17,2024-03-19,0.7,137.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-22,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
83,2024-03-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,188,21,167,80,180,250,90,14.3,2024-03-16,2024-03-21,0.7,131.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-23,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
84,2024-03-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,267,55,212,80,180,250,90,13.1,2024-03-24,2024-03-20,0.7,186.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-24,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
85,2024-03-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,255,44,211,80,180,250,90,13.1,2024-03-17,2024-03-24,0.7,178.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-25,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
86,2024-03-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,246,35,211,80,180,250,90,15.1,2024-03-21,2024-03-23,0.7,172.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-26,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
87,2024-03-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,237,36,201,80,180,250,90,13.1,2024-03-26,2024-03-26,0.7,165.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-27,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
