id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,stock_status,is_active,last_updated_at,notes,created_by_id,record_sequence_number
db11065c-11b6-42e2-929a-4ccee86bf2d0,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3443,423,3020,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1697330.1400000001,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-03,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,3
cd00e58c-8fb9-4fb5-afad-f6cc7470e357,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3424,423,3001,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1687963.52,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-04,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,4
7f4e7d78-5479-4296-bd1b-84181c73db70,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3406,423,2983,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1679089.8800000001,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-05,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,5
07d48c0b-379d-4131-8d41-1a0286355bf1,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3389,423,2966,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1670709.22,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-06,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,6
6dc1e4f5-0518-4929-858c-63ebfdc479aa,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3372,423,2949,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1662328.56,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-07,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,7
4371fea9-9662-4788-8547-2afb2b4e049e,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3353,423,2930,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1652961.9400000002,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-08,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,8
144dab82-11e9-4521-bb91-6d2af19aa4df,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3337,423,2914,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1645074.26,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-09,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,9
8dad3341-f680-46b6-909f-7713f07a1119,2025-10-14 10:12:56.423905,PROD-23386B4F,Espárragos congelados,SKU-854554,SUP-E7B0D384,Lerma y Alemany S.L.,3320,423,2897,162,206,572,174,17.29,2025-08-26,2025-10-06,492.98,1636693.6,2026-10-10,BATCH-1278-95,Almacén Oeste,Pasillo-5-Estante-9-Nivel-2,3,False,2025-11-10,Producto en buen estado,bee4965f-195f-4f7d-930b-3fc4fb56b37b,10
da5cc719-a48a-4828-a053-0e448f5e0124,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3653,112,3541,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1410642.48,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-01,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,1
10981ea6-3229-4724-b4a1-eccd471e2116,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3621,112,3509,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1398285.36,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-02,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,2
9753514d-5988-4da5-8ef1-b5ae2bbb6b81,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3582,112,3470,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1383225.12,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-03,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,3
d4edc8dc-5804-45b1-86bb-9c04c3eac1fa,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3540,112,3428,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1367006.4000000001,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-04,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,4
b06846e8-d2d7-48a3-9755-8d73c1b086c7,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3496,112,3384,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1350015.36,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-05,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,5
134dd398-d240-4019-a60f-046947d3b256,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3453,112,3341,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1333410.48,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-06,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,6
a0e78a4e-4b90-4317-96ec-ea48ec4d0cc3,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3413,112,3301,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1317964.08,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-07,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,7
d820f754-51d9-4419-8411-da07d34aee88,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3378,112,3266,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1304448.48,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-08,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,8
7909a5e0-842c-47a9-bacb-c1f1bd6878d1,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3336,112,3224,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1288229.76,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-09,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,9
64f48af4-6c2d-4b98-b5cb-ff8b0405657c,2025-09-05 06:12:56.423905,PROD-D7D80D6C,Alfombra de lana,SKU-282712,SUP-6FFDA3A3,Logística Ibérica S.Com.,3297,112,3185,168,220,673,685,38.22,2025-08-04,2025-10-01,386.16,1273169.52,2026-01-16,BATCH-9069-11,Almacén Central,Pasillo-1-Estante-10-Nivel-4,3,True,2025-11-10,Almacenamiento refrigerado,2a0cc5e3-9e10-404b-8ab7-8fa378eac4a2,10
6ca51a94-13fb-49ac-9665-80f2277ce01b,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4612,284,4328,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,875542.08,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-01,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,1
39b33277-84e8-4d22-996d-bc60ade6a385,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4601,284,4317,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,873453.84,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-02,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,2
462abd32-619d-42aa-9dc1-64d831262139,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4590,284,4306,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,871365.6,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-03,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,3
85abf634-ad0b-49fa-a5fa-8e4ae3e8e030,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4580,284,4296,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,869467.2000000001,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-04,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,4
2978cdbe-2d7d-42e2-93c5-3b5e3796a93d,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4568,284,4284,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,867189.12,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-05,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,5
47d836ba-446f-4fc8-8d45-b8df78892428,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4557,284,4273,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,865100.88,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-06,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,6
8578421b-4405-40b7-ac98-8d08803587fe,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4547,284,4263,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,863202.48,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-07,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,7
2a66b022-36f4-4f40-9621-163dec531518,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4535,284,4251,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,860924.4,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-08,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,8
41f520c0-3f8a-4533-a936-d5d85dab1576,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4523,284,4239,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,858646.3200000001,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-09,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,9
c340ac0c-52a8-4386-bbb5-866cc56f1aa5,2025-09-03 17:12:56.423905,PROD-E659F87D,Gelatina de durazno,SKU-247329,SUP-66B2D4C7,Logística Ibérica S.Com.,4512,284,4228,55,102,255,185,11.34,2025-08-22,2025-09-28,189.84,856558.08,2026-09-23,BATCH-9447-53,Almacén Central,Pasillo-18-Estante-8-Nivel-3,3,False,2025-11-10,Requiere revisión de inventario,bae892d8-0f9e-4d43-bdcf-953c592db277,10
a39f586d-5301-45fb-8eda-3a7fe7baed96,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4376,253,4123,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1738103.44,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-01,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,1
d374e208-8aea-42f5-b916-6b1e601215c1,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4354,253,4101,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1729365.26,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-02,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,2
978bf095-8f8e-48f2-991a-4eab79cef859,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4327,253,4074,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1718641.13,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-03,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,3
f6afecfe-16f2-430e-aa0f-e63628957109,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4307,253,4054,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1710697.33,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-04,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,4
80b51fb1-9270-404a-944d-3b536ba14867,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4284,253,4031,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1701561.96,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-05,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,5
c77ed541-c2a2-45be-80da-a40cf5674029,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4260,253,4007,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1692029.4,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-06,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,6
6879414d-4935-42b8-b434-af4be09dbce1,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4235,253,3982,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1682099.65,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-07,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,7
a61a51c7-84a9-4970-9e24-69aacd6d774b,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4213,253,3960,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1673361.47,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-08,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,8
8951f5c0-b3b2-4b88-9258-72767e9f7911,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4188,253,3935,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1663431.72,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-09,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,9
2cbab8b6-3321-4571-8788-24e060502d6b,2025-10-02 02:12:56.423905,PROD-26ED6AF4,Lenguado,SKU-303922,SUP-66B2D4C7,Infraestructuras Bello y asociados S.Com.,4167,253,3914,142,235,550,235,23.02,2025-07-07,2025-09-18,397.19,1655090.73,2026-07-20,BATCH-1130-65,Almacén Norte,Pasillo-17-Estante-4-Nivel-2,3,True,2025-11-10,Requiere revisión de inventario,093acb60-01c9-4b86-80df-87096def4dec,10
6b0a5d22-9cd0-4508-b628-b51b26ac16ce,2025-08-17 06:12:56.423905,PROD-CA134184,Antiacidos,SKU-650879,SUP-CB003544,Barral y Conesa S.L.,4851,378,4473,12,94,517,662,20.89,2025-09-19,2025-09-28,302.9,1469367.9,2026-02-07,BATCH-7644-39,Centro Distribución 2,Pasillo-3-Estante-7-Nivel-5,3,False,2025-11-01,"Stock bajo, programar reorden",e3ef1b8e-1703-4b70-b260-8dc04d6104bd,1
100ad4fe-9ddd-4e39-8b46-2106f952e7d2,2025-08-17 06:12:56.423905,PROD-CA134184,Antiacidos,SKU-650879,SUP-CB003544,Barral y Conesa S.L.,4831,378,4453,12,94,517,662,20.89,2025-09-19,2025-09-28,302.9,1463309.9,2026-02-07,BATCH-7644-39,Centro Distribución 2,Pasillo-3-Estante-7-Nivel-5,3,False,2025-11-02,"Stock bajo, programar reorden",e3ef1b8e-1703-4b70-b260-8dc04d6104bd,2
a72771ab-067e-4012-a183-07bb42d907ce,2025-08-17 06:12:56.423905,PROD-CA134184,Antiacidos,SKU-650879,SUP-CB003544,Barral y Conesa S.L.,4810,378,4432,12,94,517,662,20.89,2025-09-19,2025-09-28,302.9,1456949.0,2026-02-07,BATCH-7644-39,Centro Distribución 2,Pasillo-3-Estante-7-Nivel-5,3,False,2025-11-03,"Stock bajo, programar reorden",e3ef1b8e-1703-4b70-b260-8dc04d6104bd,3
64b28574-8d8c-4017-9032-eed9dc15753c,2025-08-17 06:12:56.423905,PROD-CA134184,Antiacidos,SKU-650879,SUP-CB003544,Barral y Conesa S.L.,4783,378,4405,12,94,517,662,20.89,2025-09-19,2025-09-28,302.9,1448770.7,2026-02-07,BATCH-7644-39,Centro Distribución 2,Pasillo-3-Estante-7-Nivel-5,3,False,2025-11-04,"Stock bajo, programar reorden",e3ef1b8e-1703-4b70-b260-8dc04d6104bd,4
395225c6-6a5f-4a52-b7b4-8b605ffaf480,2025-08-17 06:12:56.423905,PROD-CA134184,Antiacidos,SKU-650879,SUP-CB003544,Barral y Conesa S.L.,4763,378,4385,12,94,517,662,20.89,2025-09-19,2025-09-28,302.9,1442712.7,2026-02-07,BATCH-7644-39,Centro Distribución 2,Pasillo-3-Estante-7-Nivel-5,3,False,2025-11-05,"Stock bajo, programar reorden",e3ef1b8e-1703-4b70-b260-8dc04d6104bd,5
343f71e8-877f-40f6-879c-5cd85b00c580,2025-08-17 06:12:56.423905,PROD-CA134184,Antiacidos,SKU-650879,SUP-CB003544,Barral y Conesa S.L.,4741,378,4363,12,94,517,662,20.89,2025-09-19,2025-09-28,302.9,1436048.9,2026-02-07,BATCH-7644-39,Centro Distribución 2,Pasillo-3-Estante-7-Nivel-5,3,False,2025-11-06,"Stock bajo, programar reorden",e3ef1b8e-1703-4b70-b260-8dc04d6104bd,6
d09e5b2c-5bd6-460c-a5bf-00562ff56d66,2025-08-17 06:12:56.423905,PROD-CA134184,Antiacidos,SKU-650879,SUP-CB003544,Barral y Conesa S.L.,4724,378,4346,12,94,517,662,20.89,2025-09-19,2025-09-28,302.9,1430899.5999999999,2026-02-07,BATCH-7644-39,Centro Distribución 2,Pasillo-3-Estante-7-Nivel-5,3,False,2025-11-07,"Stock bajo, programar reorden",e3ef1b8e-1703-4b70-b260-8dc04d6104bd,7
