product_sku,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,region_almacen,is_active,anio,mes,vacaciones_o_no,es_feriado,temporada_alta,semana_del_anio,dia_del_mes,dia_de_la_semana,es_fin_de_semana,trimestre,lag_1,lag_7,lag_30,media_movil_7d,media_movil_30d,media_movil_exponencial,std_movil_30d,variacion_stock_diaria,tendencia_stock,dias_desde_ultimo_pedido,ratio_reservado_disponible,anomalia_stock,rotacion_estimada_30d,estacion_Otoño,estacion_Primavera,estacion_Verano
BCA-115,3,126,2,124,70,150,200,0,13.3,0.9,113.4,Sur,activo,2025,6,0,0,0,26,24,1,0,2,134.0,216.0,68.0,162.42857142857142,258.3,162.1815346281013,109.6804606494514,-10.0,-95.8714285714286,9999.0,0.016129032258064516,-1.2244660462289163,1.5447154471544715,False,False,True
BCA-115,3,114,1,113,70,150,200,0,12.9,0.9,102.6,Sur,activo,2025,6,0,0,0,26,25,2,0,2,124.0,202.0,55.0,149.71428571428572,260.23333333333335,149.88615097107598,106.43653875248476,-11.0,-110.51904761904763,9999.0,0.008849557522123894,-1.383296892768379,1.487126937363904,False,False,True
BCA-115,3,99,0,99,70,150,200,0,13.4,0.9,89.1,Sur,activo,2025,6,0,0,0,26,26,3,0,2,113.0,191.0,40.0,136.57142857142858,262.2,137.164613228307,102.70661261993827,-14.0,-125.6285714285714,9999.0,0.0,-1.5889921382561325,1.5331807780320368,False,False,True
BCA-115,3,87,0,87,70,150,200,0,13.0,0.9,78.3,Sur,activo,2025,6,0,0,0,26,27,4,0,2,99.0,178.0,114.0,123.57142857142857,261.3,124.62345992123025,104.15808608337483,-12.0,-137.72857142857146,9999.0,0.0,-1.6734178454515676,1.4925373134328357,False,False,True
BCA-115,3,71,2,69,70,150,200,0,13.3,0.9,63.9,Sur,activo,2025,6,0,0,0,26,28,5,1,2,87.0,162.0,208.0,110.28571428571429,256.6666666666667,110.71759494092268,109.56224284611584,-18.0,-146.3809523809524,9999.0,0.028985507246376812,-1.71287719009414,1.5545454545454545,False,False,True
BCA-115,3,60,0,60,70,150,200,130,12.4,0.9,54.0,Sur,activo,2025,6,0,0,0,26,29,6,1,2,69.0,146.0,313.0,98.0,248.23333333333332,98.038196205692,114.69349960034661,-9.0,-150.23333333333332,0.0,0.0,-1.6411857166207218,1.4985900362562106,False,False,True
BCA-115,3,48,2,46,70,150,200,113,12.3,0.9,43.2,Sur,activo,2025,6,0,0,0,27,30,0,0,2,60.0,134.0,436.0,85.42857142857143,235.23333333333332,85.02864715426901,114.779453686214,-14.0,-149.8047619047619,0.0,0.043478260869565216,-1.6486690540509332,1.5686552359359502,False,False,True
BCA-115,3,33,2,31,70,150,200,138,13.3,0.9,29.7,Sur,activo,2025,7,1,0,1,27,1,1,0,3,46.0,124.0,420.0,72.14285714285714,222.26666666666668,71.52148536570175,115.15864120281273,-15.0,-150.12380952380954,0.0,0.06451612903225806,-1.6608972168212335,1.7951409718056388,False,False,True
BCA-115,3,99,2,97,70,150,200,120,14.4,0.9,89.1,Sur,activo,2025,7,1,0,1,27,2,2,0,3,31.0,113.0,410.0,69.85714285714286,211.83333333333334,77.8911140242763,111.69017594353967,66.0,-141.97619047619048,0.0,0.020618556701030927,-1.0281417534106363,2.03933910306845,False,False,True
BCA-115,3,191,2,189,70,150,200,0,15.1,0.9,171.9,Sur,activo,2025,7,1,0,1,27,3,3,0,3,97.0,99.0,400.0,82.71428571428571,204.8,105.66833551820723,105.92723592327341,92.0,-122.0857142857143,9999.0,0.010582010582010581,-0.14915899449547113,2.2119140625,False,False,True
BCA-115,3,273,1,272,70,150,200,0,16.3,0.9,245.7,Sur,activo,2025,7,1,0,1,27,4,4,0,3,189.0,87.0,389.0,109.14285714285714,200.9,147.25125163865542,100.9483821666745,83.0,-91.75714285714287,9999.0,0.003676470588235294,0.7043203513911471,2.4340467894474864,False,False,True
BCA-115,3,382,2,380,70,150,200,0,16.0,0.9,343.8,Sur,activo,2025,7,1,0,1,27,5,5,1,3,272.0,69.0,376.0,153.57142857142858,201.03333333333333,205.43843872899157,101.18998292162205,108.0,-47.46190476190475,9999.0,0.005263157894736842,1.7686203861234715,2.387663737356989,False,False,True
BCA-115,3,362,3,359,70,150,200,0,17.3,0.9,325.8,Sur,activo,2025,7,1,0,1,27,6,6,1,3,380.0,60.0,362.0,196.28571428571428,200.93333333333334,243.8288290467437,101.0267746461417,-21.0,-4.6476190476190595,9999.0,0.008356545961002786,1.5646017327615769,2.5829462508294623,False,False,True
BCA-115,3,345,0,345,70,150,200,0,18.0,0.9,310.5,Sur,activo,2025,7,1,0,1,28,7,0,0,3,359.0,46.0,340.0,239.0,201.1,269.12162178505776,101.26794434431925,-14.0,37.900000000000006,9999.0,0.0,1.4209827298432,2.6852312282446547,False,False,True
BCA-115,3,325,0,325,70,150,200,0,18.7,0.9,292.5,Sur,activo,2025,7,1,0,1,28,8,1,0,3,345.0,31.0,329.0,281.0,200.96666666666667,283.0912163387933,101.09622706331223,-20.0,80.03333333333333,9999.0,0.0,1.2268838999862635,2.7915077127218444,False,False,True
BCA-115,3,308,0,308,70,150,200,0,18.3,0.9,277.2,Sur,activo,2025,7,1,0,1,28,9,2,0,3,325.0,97.0,316.0,311.14285714285717,200.7,289.31841225409494,100.79242924497578,-17.0,110.44285714285718,9999.0,0.0,1.0645640828757843,2.73542600896861,False,False,True
BCA-115,3,288,0,288,70,150,200,0,18.3,0.9,259.2,Sur,activo,2025,7,1,0,1,28,10,3,0,3,308.0,189.0,304.0,325.2857142857143,200.16666666666666,288.9888091905712,100.26794562341563,-20.0,125.11904761904762,9999.0,0.0,0.875986166737833,2.742714404662781,False,False,True
BCA-115,3,277,3,274,70,150,200,0,17.0,0.9,249.3,Sur,activo,2025,7,1,0,1,28,11,4,0,3,288.0,272.0,294.0,325.57142857142856,199.5,285.2416068929284,99.68735609653436,-14.0,126.07142857142856,9999.0,0.010948905109489052,0.7473365020119136,2.556390977443609,False,False,True
BCA-115,3,257,2,255,70,150,200,0,17.9,0.9,231.3,Sur,activo,2025,7,1,0,1,28,12,5,1,3,274.0,380.0,278.0,307.7142857142857,198.73333333333332,277.68120516969634,99.14981118222701,-19.0,108.9809523809524,9999.0,0.00784313725490196,0.5674914152206948,2.7021133847702115,False,False,True
BCA-115,3,238,0,238,70,150,200,0,17.7,0.9,214.2,Sur,activo,2025,7,1,0,1,28,13,6,1,3,255.0,359.0,269.0,290.42857142857144,197.7,267.76090387727226,98.55198173272966,-17.0,92.72857142857146,9999.0,0.0,0.4089212544633809,2.685887708649469,False,False,True
BCA-115,3,219,1,218,70,150,200,0,18.0,0.9,197.1,Sur,activo,2025,7,1,0,1,29,14,0,0,3,238.0,345.0,264.0,272.2857142857143,196.16666666666666,255.32067790795418,97.84015230108166,-20.0,76.11904761904762,9999.0,0.0045871559633027525,0.2231531004382131,2.752761257434155,False,False,True
BCA-115,3,207,3,204,70,150,200,0,16.9,0.9,186.3,Sur,activo,2025,7,1,0,1,29,15,1,0,3,218.0,325.0,247.0,255.0,194.73333333333332,242.49050843096563,97.38368245858958,-14.0,60.26666666666668,9999.0,0.014705882352941176,0.09515625649715126,2.6035604245121533,False,False,True
BCA-115,3,187,1,186,70,150,200,0,17.3,0.9,168.3,Sur,activo,2025,7,1,0,1,29,16,2,0,3,204.0,308.0,232.0,237.57142857142858,193.2,228.36788132322422,97.13850758155809,-18.0,44.371428571428595,9999.0,0.005376344086021506,-0.07412096581733896,2.686335403726708,False,False,True
BCA-115,3,169,1,168,70,150,200,0,17.0,0.9,152.1,Sur,activo,2025,7,1,0,1,29,17,3,0,3,186.0,288.0,216.0,220.42857142857142,191.6,213.27591099241818,97.14532306345713,-18.0,28.828571428571422,9999.0,0.005952380952380952,-0.24293500969247933,2.661795407098121,False,False,True
BCA-115,3,157,0,157,70,150,200,0,17.1,0.9,141.3,Sur,activo,2025,7,1,0,1,29,18,4,0,3,168.0,274.0,202.0,203.71428571428572,190.1,199.20693324431363,97.3264503155976,-11.0,13.614285714285728,9999.0,0.0,-0.3400925431130757,2.6985796948974223,False,False,True
BCA-115,3,143,0,143,70,150,200,0,16.3,0.9,128.7,Sur,activo,2025,7,1,0,1,29,19,5,1,3,157.0,255.0,191.0,187.71428571428572,188.5,185.15519993323522,97.7049569913915,-14.0,-0.7857142857142776,9999.0,0.0,-0.46568773377597283,2.594164456233422,False,False,True
BCA-115,3,123,0,123,70,150,200,0,16.4,0.9,110.7,Sur,activo,2025,7,1,0,1,29,20,6,1,3,143.0,238.0,178.0,171.28571428571428,186.66666666666666,169.6163999499264,98.42214964239449,-20.0,-15.38095238095238,9999.0,0.0,-0.6468733602953414,2.6357142857142857,False,False,True
BCA-115,3,109,0,109,70,150,200,0,15.7,0.9,98.1,Sur,activo,2025,7,1,0,1,30,21,0,0,3,123.0,218.0,162.0,155.71428571428572,184.9,154.4622999624448,99.35146598366556,-14.0,-29.185714285714283,9999.0,0.0,-0.7639545048331624,2.5473228772309358,False,False,True
BCA-115,3,89,1,88,70,150,200,0,16.9,0.9,80.1,Sur,activo,2025,7,1,0,1,30,22,1,0,3,109.0,204.0,146.0,139.14285714285714,182.96666666666667,137.8467249718336,100.68985612481919,-21.0,-43.82380952380953,9999.0,0.011363636363636364,-0.9431602181350044,2.7709965385316084,False,False,True
BCA-115,3,69,2,67,70,150,200,138,16.9,0.9,62.1,Sur,activo,2025,7,1,0,1,30,23,2,0,3,88.0,186.0,134.0,122.14285714285714,180.73333333333332,120.13504372887519,102.53945694163328,-21.0,-58.59047619047618,0.0,0.029850746268656716,-1.1091665269699227,2.8052379195868684,False,False,True
BCA-115,3,49,1,48,70,150,200,124,17.1,0.9,44.1,Sur,activo,2025,7,1,0,1,30,24,3,0,3,67.0,168.0,124.0,105.0,178.2,102.10128279665639,104.90106997909328,-19.0,-73.19999999999999,0.0,0.020833333333333332,-1.2411694182523474,2.878787878787879,False,False,True
BCA-115,3,29,0,29,70,150,200,128,18.3,0.9,26.1,Sur,activo,2025,7,1,0,1,30,25,4,0,3,48.0,157.0,113.0,86.71428571428571,175.4,83.8259620974923,107.78285961870846,-19.0,-88.6857142857143,0.0,0.0,-1.3582864707607791,3.129988597491448,False,False,True
BCA-115,3,126,0,126,70,150,200,125,18.7,0.9,113.4,Sur,activo,2025,7,1,0,1,30,26,5,1,3,29.0,143.0,99.0,84.28571428571429,176.3,94.36947157311923,107.23424247235906,97.0,-92.01428571428572,0.0,0.0,-0.4690665858246302,3.1820760068065796,False,False,True
BCA-115,3,245,1,244,70,150,200,0,18.7,0.9,220.5,Sur,activo,2025,7,1,0,1,30,27,6,1,3,126.0,123.0,87.0,101.57142857142857,181.53333333333333,131.77710367983943,106.55474012768352,118.0,-79.96190476190476,9999.0,0.004098360655737705,0.5862401484139839,3.0903415350716124,False,False,True
BCA-115,3,330,0,330,70,150,200,0,19.6,0.9,297.0,Sur,activo,2025,7,1,0,1,31,28,0,0,3,244.0,109.0,69.0,133.14285714285714,190.23333333333332,181.33282775987956,107.6987123584965,86.0,-57.09047619047618,9999.0,0.0,1.2977561533087383,3.0909409497108817,False,False,True
BCA-115,3,398,0,398,70,150,200,0,19.6,0.9,358.2,Sur,activo,2025,7,1,0,1,31,29,1,0,3,330.0,88.0,60.0,177.42857142857142,201.5,235.49962081990967,111.22662482052363,68.0,-24.071428571428584,9999.0,0.0,1.7666633354835168,2.9181141439205955,False,False,True
BCA-115,3,387,2,385,70,150,200,0,18.3,0.9,348.3,Sur,activo,2025,7,1,0,1,31,30,2,0,3,398.0,67.0,46.0,222.85714285714286,212.8,272.87471561493226,112.10075517294622,-13.0,10.05714285714285,9999.0,0.005194805194805195,1.5361181085206266,2.5798872180451125,False,False,True
BCA-115,3,367,3,364,70,150,200,0,18.3,0.9,330.3,Sur,activo,2025,7,1,0,1,31,31,3,0,3,385.0,48.0,31.0,268.0,223.9,295.6560367111992,109.94429624069667,-21.0,44.099999999999994,9999.0,0.008241758241758242,1.274281657079187,2.4519874944171502,False,False,True
BCA-115,3,347,1,346,70,150,200,0,18.3,0.9,312.3,Sur,activo,2025,8,1,0,1,31,1,4,0,3,364.0,29.0,97.0,313.2857142857143,232.2,308.2420275333994,109.43157206911195,-18.0,81.08571428571429,9999.0,0.002890173410404624,1.039919265055693,2.364341085271318,False,False,True
BCA-115,3,330,1,329,70,150,200,0,18.3,0.9,297.0,Sur,activo,2025,8,1,0,1,31,2,5,1,3,346.0,126.0,189.0,342.2857142857143,236.86666666666667,313.43152065004955,110.50565076309317,-17.0,105.4190476190476,9999.0,0.00303951367781155,0.833743185955737,2.317759639741064,False,False,True
BCA-115,3,311,1,310,70,150,200,0,18.1,0.9,279.9,Sur,activo,2025,8,1,0,1,31,3,6,1,3,329.0,244.0,272.0,351.7142857142857,238.13333333333333,312.57364048753715,111.13822810863252,-19.0,113.5809523809524,9999.0,0.0032258064516129032,0.6466421850492371,2.2802351623740202,False,False,True
BCA-115,3,291,0,291,70,150,200,0,18.1,0.9,261.9,Sur,activo,2025,8,1,0,1,32,4,0,0,3,310.0,330.0,380.0,346.14285714285717,235.16666666666666,307.18023036565285,108.37421863325159,-19.0,110.97619047619051,9999.0,0.0,0.5151901811839449,2.309000708717222,False,False,True
BCA-115,3,276,2,274,70,150,200,0,17.4,0.9,248.4,Sur,activo,2025,8,1,0,1,32,5,1,0,3,291.0,398.0,359.0,328.42857142857144,232.33333333333334,298.88517277423966,106.11260555405876,-17.0,96.0952380952381,9999.0,0.0072992700729927005,0.3926646268754535,2.2467718794835005,False,False,True
BCA-115,3,265,0,265,70,150,200,0,17.4,0.9,238.5,Sur,activo,2025,8,1,0,1,32,6,2,0,3,274.0,385.0,345.0,311.2857142857143,229.66666666666666,290.41387958067975,104.17105737872828,-9.0,81.61904761904762,9999.0,0.0,0.3391857030391285,2.272859216255443,False,False,True
BCA-115,3,246,1,245,70,150,200,0,17.3,0.9,221.4,Sur,activo,2025,8,1,0,1,32,7,3,0,3,265.0,364.0,325.0,294.2857142857143,227.0,279.0604096855098,102.65946384645392,-20.0,67.28571428571428,9999.0,0.004081632653061225,0.1753369765005037,2.2863436123348015,False,False,True
BCA-115,3,231,0,231,70,150,200,0,16.6,0.9,207.9,Sur,activo,2025,8,1,0,1,32,8,4,0,3,245.0,346.0,308.0,277.85714285714283,224.43333333333334,267.04530726413236,101.52074132678618,-14.0,53.423809523809496,9999.0,0.0,0.06468300547106084,2.2189217287984557,False,False,True
BCA-115,3,211,2,209,70,150,200,0,17.0,0.9,189.9,Sur,activo,2025,8,1,0,1,32,9,5,1,3,231.0,329.0,288.0,260.7142857142857,221.8,252.53398044809927,100.83732204517025,-22.0,38.91428571428571,9999.0,0.009569377990430622,-0.12693712744836905,2.2993688007213704,False,False,True
BCA-115,3,191,1,190,70,150,200,0,17.1,0.9,171.9,Sur,activo,2025,8,1,0,1,32,10,6,1,3,209.0,310.0,274.0,243.57142857142858,219.0,236.90048533607444,100.50355972422757,-19.0,24.571428571428584,9999.0,0.005263157894736842,-0.28854699355498753,2.3424657534246576,False,False,True
BCA-115,3,180,2,178,70,150,200,0,15.9,0.9,162.0,Sur,activo,2025,8,1,0,1,33,11,0,0,3,190.0,291.0,255.0,227.42857142857142,216.43333333333334,222.17536400205583,100.53569732578379,-12.0,10.99523809523808,9999.0,0.011235955056179775,-0.3822854404519714,2.2039119051286,False,False,True
BCA-115,3,166,0,166,70,150,200,0,15.7,0.9,149.4,Sur,activo,2025,8,1,0,1,33,12,1,0,3,178.0,274.0,238.0,212.0,214.03333333333333,208.13152300154186,100.86196895564352,-12.0,-2.0333333333333314,9999.0,0.0,-0.47622839243260406,2.200591808129575,False,False,True
BCA-115,3,146,3,143,70,150,200,0,17.0,0.9,131.4,Sur,activo,2025,8,1,0,1,33,13,2,0,3,166.0,265.0,218.0,194.57142857142858,211.53333333333333,191.8486422511564,101.68637834159445,-23.0,-16.961904761904748,9999.0,0.02097902097902098,-0.6739676882100148,2.4109675386069966,False,False,True
BCA-115,3,126,3,123,70,150,200,0,17.1,0.9,113.4,Sur,activo,2025,8,1,0,1,33,14,3,0,3,143.0,245.0,204.0,177.14285714285714,208.83333333333334,174.6364816883673,102.96068326720922,-20.0,-31.690476190476204,9999.0,0.024390243902439025,-0.833651551345808,2.4565043894652834,False,False,True
BCA-115,3,115,1,114,70,150,200,0,16.6,0.9,103.5,Sur,activo,2025,8,1,0,1,33,15,4,0,3,123.0,231.0,186.0,160.42857142857142,206.43333333333334,159.47736126627547,104.34117887581779,-9.0,-46.00476190476192,9999.0,0.008771929824561403,-0.8858758768994106,2.412401098013887,False,False,True
BCA-115,3,98,0,98,70,150,200,0,16.1,0.9,88.2,Sur,activo,2025,8,1,0,1,33,16,5,1,3,114.0,209.0,168.0,144.57142857142858,204.1,144.1080209497066,105.99978854891077,-16.0,-59.52857142857141,9999.0,0.0,-1.0009453929339018,2.366487016168545,False,False,True
BCA-115,3,80,3,77,70,150,200,0,15.9,0.9,72.0,Sur,activo,2025,8,1,0,1,33,17,6,1,3,98.0,190.0,157.0,128.42857142857142,201.43333333333334,127.33101571227995,108.208828543297,-21.0,-73.00476190476192,9999.0,0.03896103896103896,-1.1499369784189515,2.3680291246069833,False,False,True
BCA-115,3,61,1,60,70,150,200,108,17.0,0.9,54.9,Sur,activo,2025,8,1,0,1,34,18,0,0,3,77.0,178.0,143.0,111.57142857142857,198.66666666666666,110.49826178420996,110.78476595550534,-17.0,-87.09523809523809,0.0,0.016666666666666666,-1.251676306491089,2.5671140939597317,False,False,True
BCA-115,3,41,0,41,70,150,200,96,17.9,0.9,36.9,Sur,activo,2025,8,1,0,1,34,19,1,0,3,60.0,166.0,123.0,93.71428571428571,195.93333333333334,93.12369633815747,113.68951467539317,-19.0,-102.21904761904763,0.0,0.0,-1.3627759233179921,2.7407281388227287,False,False,True
BCA-115,3,23,3,20,70,150,200,113,17.6,0.9,20.7,Sur,activo,2025,8,1,0,1,34,20,2,0,3,41.0,143.0,109.0,76.14285714285714,192.96666666666667,74.84277225361811,117.1449097701538,-21.0,-116.82380952380953,0.0,0.15,-1.476518843251823,2.736223872862325,False,False,True
BCA-115,3,108,3,105,70,150,200,139,17.6,0.9,97.2,Sur,activo,2025,8,1,0,1,34,21,3,0,3,20.0,123.0,88.0,73.57142857142857,193.53333333333333,82.38207919021357,116.6597567740252,85.0,-119.96190476190476,0.0,0.02857142857142857,-0.758902090845484,2.7282121942817774,False,False,True
BCA-115,3,190,0,190,70,150,200,0,17.7,0.9,171.0,Sur,activo,2025,8,1,0,1,34,22,4,0,3,105.0,114.0,67.0,84.42857142857143,197.63333333333333,109.28655939266018,114.19477714167485,85.0,-113.2047619047619,9999.0,0.0,-0.06684485511857596,2.686793725754765,False,False,True
BCA-115,3,270,3,267,70,150,200,0,18.1,0.9,243.0,Sur,activo,2025,8,1,0,1,34,23,5,1,3,190.0,98.0,48.0,108.57142857142857,204.93333333333334,148.71491954449513,111.26170866965847,77.0,-96.36190476190477,9999.0,0.011235955056179775,0.5578439106210895,2.6496421600520494,False,False,True
BCA-115,3,383,0,383,70,150,200,0,17.6,0.9,344.7,Sur,activo,2025,8,1,0,1,34,24,6,1,3,267.0,77.0,29.0,152.28571428571428,216.73333333333332,207.28618965837134,110.73015766308632,116.0,-64.44761904761904,9999.0,0.0,1.5015481796075718,2.4361734850815133,False,False,True
BCA-115,3,364,1,363,70,150,200,0,17.6,0.9,327.6,Sur,activo,2025,8,1,0,1,35,25,0,0,3,383.0,60.0,126.0,195.57142857142858,224.63333333333333,246.2146422437785,112.47420649391923,-20.0,-29.061904761904742,9999.0,0.0027548209366391185,1.2302079826110823,2.3504971063956077,False,False,True
BCA-115,3,344,2,342,70,150,200,0,17.6,0.9,309.6,Sur,activo,2025,8,1,0,1,35,26,1,0,3,363.0,41.0,244.0,238.57142857142858,227.9,270.1609816828339,114.46166351138316,-21.0,10.671428571428578,9999.0,0.005847953216374269,0.9968403087960782,2.3168056164984643,False,False,True
BCA-115,3,329,2,327,70,150,200,0,17.1,0.9,296.1,Sur,activo,2025,8,1,0,1,35,27,2,0,3,342.0,20.0,330.0,282.42857142857144,227.8,284.37073626212543,114.37066177941819,-15.0,54.62857142857143,9999.0,0.0061162079510703364,0.8673553029825323,2.2519754170324844,False,False,True
BCA-115,3,318,3,315,70,150,200,0,15.9,0.9,286.2,Sur,activo,2025,8,1,0,1,35,28,3,0,3,327.0,105.0,398.0,312.42857142857144,225.03333333333333,292.0280521965941,111.0676970740518,-12.0,87.39523809523811,9999.0,0.009523809523809525,0.8100164947751054,2.119685972448526,False,False,True
BCA-115,3,307,2,305,70,150,200,0,15.7,0.9,276.3,Sur,activo,2025,8,1,0,1,35,29,4,0,3,315.0,190.0,385.0,328.85714285714283,222.36666666666667,295.27103914744555,108.01292493967094,-10.0,106.49047619047616,9999.0,0.006557377049180328,0.7650319013163192,2.1181232199070603,False,False,True
BCA-115,3,287,0,287,70,150,200,0,15.7,0.9,258.3,Sur,activo,2025,8,1,0,1,35,30,5,1,3,305.0,267.0,364.0,331.7142857142857,219.8,293.20327936058413,105.41491093899317,-18.0,111.91428571428571,9999.0,0.0,0.6374809730559909,2.142857142857143,False,False,True
BCA-115,3,276,2,274,70,150,200,0,15.3,0.9,248.4,Sur,activo,2025,8,1,0,1,35,31,6,1,3,287.0,383.0,346.0,316.14285714285717,217.4,288.40245952043813,103.23979451942839,-13.0,98.74285714285716,9999.0,0.0072992700729927005,0.5482382085654831,2.111315547378105,False,False,True
BCA-115,3,265,2,263,70,150,200,0,14.1,0.9,238.5,Sur,activo,2025,9,0,0,0,36,1,0,0,3,274.0,363.0,329.0,301.85714285714283,215.2,282.05184464032857,101.46764390001717,-11.0,86.65714285714284,9999.0,0.0076045627376425855,0.47108613310367725,1.9656133828996283,True,False,False
BCA-115,3,256,0,256,70,150,200,0,12.6,0.9,230.4,Sur,activo,2025,9,0,0,0,36,2,1,0,3,263.0,342.0,310.0,289.57142857142856,213.4,275.53888348024645,100.19897445961521,-7.0,76.17142857142855,9999.0,0.0,0.4251540520224561,1.7713214620431115,True,False,False
BCA-115,3,247,0,247,70,150,200,0,11.7,0.9,222.3,Sur,activo,2025,9,0,0,0,36,3,2,0,3,256.0,327.0,291.0,278.14285714285717,211.93333333333334,268.4041626101848,99.34229690329789,-9.0,66.20952380952383,9999.0,0.0,0.3529882815252538,1.6561811890531613,True,False,False
BCA-115,3,227,3,224,70,150,200,0,13.0,0.9,204.3,Sur,activo,2025,9,0,0,0,36,4,3,0,3,247.0,315.0,274.0,265.14285714285717,210.26666666666668,257.3031219576386,98.68233022608747,-23.0,54.87619047619049,9999.0,0.013392857142857142,0.1391670960937929,1.8547875713379833,True,False,False
BCA-115,3,215,3,212,70,150,200,0,13.1,0.9,193.5,Sur,activo,2025,9,0,0,0,36,5,4,0,3,224.0,305.0,265.0,251.85714285714286,208.5,245.97734146822896,98.14161126692882,-12.0,43.35714285714286,9999.0,0.014150943396226415,0.03566275257577119,1.8848920863309353,True,False,False
BCA-115,3,198,3,195,70,150,200,0,12.7,0.9,178.2,Sur,activo,2025,9,0,0,0,36,6,5,1,3,212.0,287.0,245.0,238.71428571428572,206.83333333333334,233.23300610117172,97.92470130889747,-17.0,31.88095238095238,9999.0,0.015384615384615385,-0.12084114809812713,1.8420628525382754,True,False,False
BCA-115,3,178,3,175,70,150,200,0,14.0,0.9,160.2,Sur,activo,2025,9,0,0,0,36,7,6,1,3,195.0,274.0,231.0,224.57142857142858,204.96666666666667,218.6747545758788,97.98187141730243,-20.0,19.604761904761915,9999.0,0.017142857142857144,-0.3058388886964544,2.049113677020654,True,False,False
BCA-115,3,166,0,166,70,150,200,0,14.1,0.9,149.4,Sur,activo,2025,9,0,0,0,37,8,0,0,3,175.0,263.0,209.0,210.71428571428572,203.53333333333333,205.50606593190912,98.23502196380825,-9.0,7.180952380952391,9999.0,0.0,-0.38207690682006834,2.0782836554208974,True,False,False
